player_id,player_name,event_date,event_week,prev_surface,next_surface,wr_before,wr_after,STI_raw,STI_weighted,tier_mode
A092,Andre Agassi,1992-12-04,1992-12-01,Carpet,Hard,0.3333333333333333,1.0,-0.9999940000180005,-1.0999934000198006,A
A092,Andre Agassi,1992-12-08,1992-12-08,Hard,Carpet,0.6666666666666666,1.0,0.500000749998875,0.5500008249987626,A
A092,Andre Agassi,1993-02-01,1993-01-26,Carpet,Hard,0.0,0.6666666666666666,-666665.6666666666,-733332.2333333334,A
A092,Andre Agassi,1993-04-05,1993-03-30,Hard,Clay,0.6666666666666666,0.6666666666666666,1.0,1.54,A
A092,Andre Agassi,1993-06-14,1993-06-08,Clay,Grass,0.6666666666666666,1.0,0.500000749998875,0.9750014624978063,G
A092,Andre Agassi,1993-07-19,1993-07-13,Grass,Hard,0.6666666666666666,1.0,0.500000749998875,0.780001169998245,M
A092,Andre Agassi,1994-04-18,1994-04-12,Hard,Clay,0.6666666666666666,0.6666666666666666,1.0,1.54,A
A092,Andre Agassi,1994-06-20,1994-06-14,Clay,Grass,0.3333333333333333,1.0,-0.9999940000180005,-1.949988300035101,G
A092,Andre Agassi,1994-07-18,1994-07-12,Grass,Hard,0.6666666666666666,1.0,0.500000749998875,0.780001169998245,M
A092,Andre Agassi,1994-10-17,1994-10-11,Hard,Carpet,1.0,0.6666666666666666,0.6666669999996666,0.8666670999995666,M
A092,Andre Agassi,1995-01-16,1995-01-10,Carpet,Hard,0.3333333333333333,1.0,-0.9999940000180005,-1.0999934000198006,A
A092,Andre Agassi,1995-02-20,1995-02-14,Hard,Carpet,1.0,0.6666666666666666,0.6666669999996666,0.8666670999995666,M
A092,Andre Agassi,1995-03-06,1995-02-28,Carpet,Hard,0.6666666666666666,1.0,0.500000749998875,0.6500009749985375,M
A092,Andre Agassi,1995-03-31,1995-03-28,Hard,Clay,1.0,1.0,1.0,1.54,A
A092,Andre Agassi,1995-04-10,1995-04-04,Clay,Hard,0.6666666666666666,1.0,0.500000749998875,0.6050009074986389,A
A092,Andre Agassi,1995-05-01,1995-04-25,Hard,Clay,1.0,0.6666666666666666,0.6666669999996666,1.2133339399993932,M
A092,Andre Agassi,1995-06-26,1995-06-20,Clay,Grass,1.0,0.3333333333333333,0.3333339999993332,0.6500012999986998,G
A092,Andre Agassi,1995-07-17,1995-07-11,Grass,Hard,0.6666666666666666,1.0,0.500000749998875,0.780001169998245,M
A092,Andre Agassi,1995-10-23,1995-10-17,Hard,Carpet,0.6666666666666666,0.6666666666666666,1.0,1.3,M
A092,Andre Agassi,1996-01-15,1996-01-09,Carpet,Hard,0.3333333333333333,1.0,-0.9999940000180005,-1.0999934000198006,A
A092,Andre Agassi,1996-04-22,1996-04-16,Hard,Clay,1.0,0.6666666666666666,0.6666669999996666,1.4000006999993,G
A092,Andre Agassi,1996-06-24,1996-06-18,Clay,Grass,0.3333333333333333,0.6666666666666666,2.9999909999522956e-06,5.849982449906977e-06,G
A092,Andre Agassi,1996-07-15,1996-07-09,Grass,Hard,0.3333333333333333,1.0,-0.9999940000180005,-1.1999928000216007,B
A092,Andre Agassi,1996-10-21,1996-10-15,Hard,Carpet,1.0,0.0,9.99998999939855e-07,1.0999988999338407e-06,A
A092,Andre Agassi,1997-02-10,1997-02-04,Carpet,Hard,0.0,0.0,1.0,1.1,A
A092,Andre Agassi,1997-04-28,1997-04-22,Hard,Clay,0.6666666666666666,0.6666666666666666,1.0,1.8199999999999998,M
A092,Andre Agassi,1997-07-14,1997-07-08,Clay,Hard,0.3333333333333333,0.3333333333333333,1.0,1.2100000000000002,A
A092,Andre Agassi,1997-10-20,1997-10-14,Hard,Carpet,1.0,1.0,1.0,1.1,A
A092,Andre Agassi,1998-01-05,1997-12-30,Carpet,Hard,0.0,1.0,-999999.0,-1499998.5,G
A092,Andre Agassi,1998-04-20,1998-04-14,Hard,Clay,0.6666666666666666,1.0,0.500000749998875,0.7700011549982676,A
A092,Andre Agassi,1998-06-22,1998-06-16,Clay,Grass,0.3333333333333333,1.0,-0.9999940000180005,-1.949988300035101,G
A092,Andre Agassi,1998-07-17,1998-07-14,Grass,Hard,0.3333333333333333,1.0,-0.9999940000180005,-1.3199920800237608,A
A092,Andre Agassi,1998-10-05,1998-09-29,Hard,Carpet,0.6666666666666666,1.0,0.500000749998875,0.5500008249987626,A
A092,Andre Agassi,1998-10-26,1998-10-20,Carpet,Hard,1.0,0.6666666666666666,0.6666669999996666,1.0000004999995,G
A092,Andre Agassi,1998-11-02,1998-10-27,Hard,Carpet,0.6666666666666666,0.6666666666666666,1.0,1.1,A
A092,Andre Agassi,1998-11-23,1998-11-17,Carpet,Hard,0.6666666666666666,1.0,0.500000749998875,0.7500011249983125,G
A092,Andre Agassi,1999-05-10,1999-05-04,Hard,Clay,1.0,0.6666666666666666,0.6666669999996666,1.4000006999993,G
A092,Andre Agassi,1999-06-21,1999-06-15,Clay,Grass,1.0,0.3333333333333333,0.3333339999993332,0.47666761999904655,A
A092,Andre Agassi,1999-07-26,1999-07-20,Grass,Hard,0.6666666666666666,1.0,0.500000749998875,0.780001169998245,M
A092,Andre Agassi,1999-10-04,1999-09-28,Hard,Carpet,0.6666666666666666,1.0,0.500000749998875,0.6500009749985375,M
A092,Andre Agassi,1999-10-25,1999-10-19,Carpet,Hard,0.6666666666666666,1.0,0.500000749998875,0.500000749998875,B
A092,Andre Agassi,1999-11-01,1999-10-26,Hard,Carpet,1.0,1.0,1.0,1.0,B
A092,Andre Agassi,1999-11-22,1999-11-16,Carpet,Hard,1.0,1.0,1.0,1.5,G
A092,Andre Agassi,2000-04-07,2000-04-04,Hard,Carpet,0.6666666666666666,1.0,0.500000749998875,0.5500008249987626,A
